"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-09",,"65","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-10",,"58","36"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-11",,"53","39"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-12",,"69","35"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-13",,"65","35"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-14",,"51","38"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-15",,"56","34"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-16",,"56","29"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-17",,"59","33"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-18",,"63","29"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-19",,"67","32"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-20",,"68","36"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-21",,"60","39"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-22",,"51","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-23",,"50","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-24",,"48","36"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-25",,"48","38"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-26",,"52","42"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-27",,"49","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-02-28",,"51","38"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-01",,"53","33"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-02",,"60","32"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-03",,"59","36"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-04",,"53","42"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-05",,"54","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-06",,"55","35"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-07",,"53","38"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-08",,"56","38"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-09",,"57","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-10",,"59","49"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-11",,"65","49"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-12",,"61","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-13",,"68","48"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-15",,"60","41"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-16",,"64","38"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-17",,"66","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-18",,"64","40"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-19",,"60","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-20",,"59","46"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-21",,"58","45"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-22",,"59","46"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-23",,"56","45"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-24",,"58","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-25",,"59","34"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-26",,"58","33"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-27",,"64","33"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-28",,"56","42"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-29",,"51","41"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-30",,"58","42"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-03-31",,"62","38"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-01",,"64","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-02",,"57","43"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-03",,"58","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-04",,"58","32"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-05",,"62","36"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-06",,"66","40"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-07",,"62","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-08",,"68","49"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-09",,"75","42"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-10",,"80","49"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-11",,"","47"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-12",,"60","43"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-13",,"65","39"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-14",,"64","41"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-15",,"67","43"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-16",,"64","45"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-17",,"60","49"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-18",,"60","42"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-20",,"72","38"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-21",,"81",""
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-22",,"80","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-23",,"73","48"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-24",,"74","46"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-25",,"83","44"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-26",,"87","46"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-27",,"90","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-28",,"88","52"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-29",,"81","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-04-30",,"65","48"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-01",,"57","48"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-02",,"58","47"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-03",,"58","47"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-04",,"60","44"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-06",,"62","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-07",,"68","49"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-08",,"66","46"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-09",,"66","46"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-10",,"64","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-11",,"69","48"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-12",,"81","48"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-13",,"92","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-14",,"86","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-15",,"82","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-16",,"89","52"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-17",,"87","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-18",,"78","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-19",,"75","52"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-20",,"71","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-21",,"85","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-22",,"87","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-23",,"74","52"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-24",,"72","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-25",,"70","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-26",,"69","52"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-27",,"74","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-28",,"68","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-29",,"73","52"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-30",,"71","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-05-31",,"73","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-01",,"74","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-02",,"80","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-03",,"88","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-04",,"90","52"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-05",,"77","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-06",,"74","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-07",,"73","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-08",,"76","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-09",,"72","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-10",,"75","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-11",,"77","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-12",,"76","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-13",,"75","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-14",,"82","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-15",,"82","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-16",,"82","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-17",,"84","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-18",,"77","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-19",,"71","52"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-20",,"77","46"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-21",,"80","47"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-22",,"72","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-23",,"73","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-24",,"73","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-25",,"71","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-26",,"74","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-27",,"75","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-28",,"75","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-29",,"94","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-06-30",,"102","59"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-01",,"107","62"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-02",,"99","64"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-03",,"91","58"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-04",,"86","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-05",,"80","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-06",,"77","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-07",,"70","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-08",,"71","52"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-09",,"68","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-10",,"86","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-11",,"96","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-12",,"89","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-13",,"94","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-14",,"99","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-15",,"104","58"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-16",,"104","64"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-17",,"100","66"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-18",,"89","58"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-19",,"90","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-20",,"98","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-21",,"104","59"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-22",,"105","58"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-23",,"96","62"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-24",,"90","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-25",,"96","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-26",,"90","58"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-27",,"85","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-28",,"90","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-29",,"88","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-30",,"92","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-07-31",,"92","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-01",,"84","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-02",,"79","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-03",,"75","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-04",,"89","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-05",,"95","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-06",,"100","61"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-07",,"99","62"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-08",,"88","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-09",,"90","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-10",,"88","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-11",,"88","59"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-12",,"92","60"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-13",,"97","65"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-14",,"98","68"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-15",,"99","66"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-16",,"99","65"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-17",,"96","64"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-18",,"87","62"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-19",,"87","59"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-20",,"95","65"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-21",,"80","66"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-22",,"89","65"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-23",,"96","63"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-24",,"90","62"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-25",,"81","59"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-26",,"85","58"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-27",,"92","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-28",,"95","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-29",,"91","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-30",,"97","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-08-31",,"91","58"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-01",,"74","60"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-02",,"71","60"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-03",,"76","60"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-04",,"83","59"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-05",,"88","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-06",,"83","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-07",,"86","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-08",,"91","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-09",,"90","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-10",,"90","52"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-11",,"87","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-12",,"85","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-13",,"88","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-14",,"87","59"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-15",,"83","60"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-16",,"75","61"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-17",,"76","59"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-18",,"78","59"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-19",,"80","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-20",,"80","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-21",,"79","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-22",,"78","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-23",,"76","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-24",,"75","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-25",,"78","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-26",,"80","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-27",,"81","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-28",,"82","52"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-29",,"71","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-09-30",,"67","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-01",,"76","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-02",,"79","49"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-03",,"85","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-04",,"87","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-05",,"93","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-06",,"95","58"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-07",,"96","58"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-08",,"92","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-09",,"72","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-10",,"72","57"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-11",,"74","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-12",,"79","46"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-13",,"82","49"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-14",,"81","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-15",,"86","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-16",,"81","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-17",,"84","54"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-18",,"89","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-19",,"93","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-20",,"80","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-21",,"71","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-22",,"72","56"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-23",,"77","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-24",,"79","48"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-25",,"68","48"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-26",,"68","41"
